model,year,price,transmission,mileage,fuelType,tax,mpg,engineSize,car_age,price_per_mile
4 series,2016,16299,manual,24280,diesel,30,62.8,2.0,10,0.6712932454695223
4 series,2016,15199,manual,51194,diesel,30,62.8,2.0,10,0.2968902605774114
3 series,2014,14449,automatic,51062,diesel,125,58.9,2.0,12,0.2829697230817438
x3,2012,11753,automatic,73701,diesel,160,50.4,2.0,14,0.15946866392586262
3 series,2018,18899,automatic,25127,diesel,145,62.8,2.0,8,0.7521391332033271
5 series,2014,14299,automatic,34758,diesel,125,57.6,2.0,12,0.41138730651936245
1 series,2016,13499,automatic,30925,diesel,20,68.9,2.0,10,0.4365076798706548
1 series,2019,15989,automatic,12212,petrol,145,55.5,1.5,7,1.3092859482476253
1 series,2007,1500,manual,167000,diesel,125,57.6,2.0,19,0.008982035928143712
z3,1999,3995,manual,74282,petrol,245,35.3,1.9,27,0.053781535230607684
3 series,2015,9299,manual,98819,diesel,20,72.4,2.0,11,0.0941013367874599
1 series,2014,8499,manual,43248,diesel,20,68.9,2.0,12,0.19651775804661487
2 series,2016,8999,automatic,87743,diesel,20,72.4,1.5,10,0.10256088804804941
z3,1999,3995,manual,51949,petrol,255,35.3,1.9,27,0.07690234653217579
1 series,2012,7995,manual,63635,diesel,30,62.8,2.0,14,0.12563840653728295
1 series,2017,10999,manual,46147,diesel,0,83.1,1.5,9,0.2383470214748521
3 series,2016,15699,automatic,50310,diesel,30,64.2,2.0,10,0.31204531902206323
1 series,2016,10999,manual,31847,diesel,0,78.5,1.5,10,0.3453700505542123
x2,2018,23465,automatic,11941,diesel,145,58.9,2.0,8,1.9650783016497781
1 series,2016,10899,manual,46035,diesel,20,70.6,1.5,10,0.2367546432062561
3 series,2016,12299,automatic,72280,diesel,20,70.6,2.0,10,0.17015771997786386
3 series,2016,18995,automatic,23110,diesel,125,57.6,2.0,10,0.8219385547382085
5 series,2016,12639,automatic,72924,diesel,20,68.9,2.0,10,0.17331742636169162
5 series,2019,22495,automatic,21101,petrol,150,50.4,2.0,7,1.0660632197526183
4 series,2016,17975,manual,14000,petrol,160,46.3,2.0,10,1.2839285714285715
3 series,2016,15099,automatic,33158,diesel,30,67.3,2.0,10,0.45536522106279026
3 series,2013,11199,manual,49720,diesel,30,61.4,2.0,13,0.2252413515687852
x3,2014,15159,automatic,77129,diesel,145,54.3,2.0,12,0.19654086011746555
5 series,2016,14079,automatic,74322,diesel,30,62.8,2.0,10,0.1894324695245015
5 series,2015,13999,automatic,50558,diesel,30,62.8,2.0,11,0.276889908619803
4 series,2017,19259,automatic,29871,diesel,145,65.7,2.0,9,0.6447390445582672
1 series,2016,9749,manual,56044,diesel,0,78.5,1.5,10,0.17395260866462064
1 series,2016,13499,manual,40855,diesel,30,65.7,2.0,10,0.3304124342185779
6 series,2016,20999,automatic,45140,diesel,200,49.6,3.0,10,0.46519716437749226
2 series,2017,13799,manual,14980,petrol,125,52.3,1.5,9,0.9211615487316422
4 series,2018,19000,automatic,7970,petrol,145,44.1,2.0,8,2.383939774153074
3 series,2012,8750,manual,54000,diesel,30,61.4,2.0,14,0.16203703703703703
7 series,2017,52950,automatic,22000,petrol,150,22.1,6.6,9,2.4068181818181817
6 series,2008,9495,semi-auto,67000,diesel,265,40.9,3.0,18,0.14171641791044776
m4,2015,28995,semi-auto,35000,petrol,330,32.5,3.0,11,0.8284285714285714
1 series,2016,9995,manual,30000,diesel,0,83.1,1.5,10,0.33316666666666667
4 series,2016,15999,automatic,29041,diesel,30,65.7,2.0,10,0.5509107813091836
4 series,2015,14799,automatic,51873,diesel,160,52.3,3.0,11,0.28529292695622
3 series,2018,18999,automatic,15377,diesel,145,56.5,3.0,8,1.2355465955648046
1 series,2017,11339,manual,41925,diesel,0,78.5,1.5,9,0.2704591532498509
2 series,2016,10949,manual,34489,diesel,0,74.3,1.5,10,0.317463539099423
3 series,2016,13969,automatic,41317,diesel,20,74.3,2.0,10,0.3380932787956531
4 series,2016,19199,automatic,25000,diesel,160,52.3,3.0,10,0.76796
1 series,2017,12499,manual,20064,petrol,145,53.3,1.5,9,0.6229565390749602
4 series,2016,14389,automatic,61688,diesel,20,70.6,2.0,10,0.23325444170665283
1 series,2015,11699,manual,33826,diesel,30,65.7,2.0,11,0.34585821557381896
x3,2017,23499,automatic,26986,diesel,145,54.3,2.0,9,0.870784851404432
2 series,2016,13899,manual,24169,petrol,125,50.4,1.5,10,0.5750755099507634
x5,2008,7998,automatic,86800,diesel,325,34.9,3.0,18,0.09214285714285714
6 series,2013,16600,automatic,57000,diesel,165,49.6,3.0,13,0.2912280701754386
7 series,2012,10990,automatic,76000,diesel,260,41.5,3.0,14,0.14460526315789474
1 series,2015,10569,manual,27667,diesel,30,65.7,2.0,11,0.3820074456934254
1 series,2016,13639,manual,26016,diesel,20,70.6,1.5,10,0.5242543050430505
1 series,2016,11469,manual,33578,diesel,0,83.1,1.5,10,0.34156292810768957
1 series,2016,10939,manual,33243,diesel,0,78.5,1.5,10,0.32906175736245225
1 series,2016,11819,manual,26141,diesel,0,78.5,1.5,10,0.45212501434528135
3 series,2014,11999,manual,49969,diesel,30,61.4,2.0,12,0.24012887990554144
2 series,2018,15199,manual,14228,petrol,145,52.3,1.5,8,1.068245712679224
1 series,2016,9699,manual,59751,diesel,0,83.1,1.5,10,0.16232364311894362
3 series,2012,8569,automatic,85118,diesel,30,62.8,2.0,14,0.10067200827087103
1 series,2016,11799,manual,18644,diesel,0,78.5,1.5,10,0.6328577558463849
1 series,2014,10999,automatic,38809,petrol,145,48.7,1.6,12,0.283413641165709
6 series,2016,20999,automatic,43483,diesel,200,49.6,3.0,10,0.48292436124462434
1 series,2017,20299,automatic,35259,petrol,145,39.8,3.0,9,0.5757111659434471
3 series,2015,16189,automatic,30345,diesel,125,58.9,2.0,11,0.5334981051244027
2 series,2016,19849,automatic,41248,petrol,260,37.2,3.0,10,0.4812112102404965
x1,2014,10295,automatic,65000,diesel,160,52.3,2.0,12,0.15838461538461537
5 series,2013,11995,automatic,70000,diesel,145,55.4,2.0,13,0.17135714285714285
x5,2013,15995,automatic,76000,diesel,300,37.7,3.0,13,0.2104605263157895
1 series,2013,7995,manual,56000,diesel,30,64.2,2.0,13,0.14276785714285714
1 series,2016,15495,automatic,31000,petrol,145,43.5,2.0,10,0.49983870967741933
2 series,2017,14750,automatic,10000,petrol,145,55.4,1.5,9,1.475
5 series,1996,5995,automatic,36000,petrol,270,26.4,2.8,30,0.16652777777777777
1 series,2019,15989,automatic,9567,petrol,145,55.5,1.5,7,1.671265809553674
3 series,2015,14999,automatic,78680,diesel,160,52.3,3.0,11,0.19063294356888663
1 series,2019,15199,manual,10374,petrol,145,53.3,1.5,7,1.4651050703682282
3 series,2015,11999,manual,44379,diesel,30,61.4,2.0,11,0.2703756281123955
x1,2017,14226,manual,41950,diesel,20,68.9,2.0,9,0.33911799761620975
x4,2015,17399,manual,70601,diesel,160,52.3,2.0,11,0.24644126853727286
x3,2016,14299,automatic,83354,diesel,145,54.3,2.0,10,0.17154545672673177
5 series,2013,14195,automatic,38000,diesel,150,55.4,2.0,13,0.37355263157894736
3 series,2014,13299,automatic,41363,diesel,125,60.1,2.0,12,0.3215192321640113
5 series,2015,13279,automatic,50355,diesel,30,62.8,2.0,11,0.26370767550392216
5 series,2016,11799,automatic,97290,diesel,30,62.8,2.0,10,0.12127659574468085
3 series,2016,16895,automatic,46003,diesel,160,51.4,3.0,10,0.3672586570441058
1 series,2017,12399,manual,22449,diesel,145,78.5,1.5,9,0.5523185888012829
1 series,2019,15199,manual,10514,petrol,145,53.3,1.5,7,1.4455963477268403
1 series,2019,15989,automatic,12192,petrol,145,55.5,1.5,7,1.3114337270341208
3 series,2015,11249,manual,49520,diesel,30,67.3,2.0,11,0.22716074313408724
6 series,2013,17339,automatic,52635,diesel,160,49.6,3.0,13,0.32941958772679775
2 series,2016,11899,manual,41312,diesel,30,65.7,2.0,10,0.2880276917118513
1 series,2016,10799,manual,37025,diesel,0,83.1,1.5,10,0.29166779203241056
1 series,2016,12299,automatic,57701,diesel,30,62.8,2.0,10,0.21315055198350116
z4,2014,13499,automatic,44027,petrol,200,41.5,2.0,12,0.30660730915120266
3 series,2017,16899,automatic,24501,diesel,30,64.2,2.0,9,0.6897269499204114
x3,2015,13999,manual,51715,diesel,160,52.3,2.0,11,0.27069515614425216
5 series,2007,3995,manual,150000,diesel,205,46.3,2.0,19,0.026633333333333332
7 series,2017,29995,automatic,73348,diesel,145,54.3,3.0,9,0.4089409390849103
3 series,2016,16995,automatic,54153,diesel,30,62.8,2.0,10,0.31383302864107254
1 series,2013,7295,manual,71000,diesel,30,64.2,2.0,13,0.10274647887323944
3 series,2016,14199,manual,51098,diesel,30,64.2,2.0,10,0.27787780343653373
1 series,2019,15199,manual,11191,petrol,145,53.3,1.5,7,1.358144937896524
3 series,2014,9499,manual,67911,diesel,30,62.8,2.0,12,0.13987424717645153
3 series,2015,10999,manual,55988,diesel,20,72.4,2.0,11,0.19645281131671072
1 series,2016,13949,manual,20867,diesel,20,70.6,1.5,10,0.6684717496525615
1 series,2013,7579,automatic,81796,diesel,30,62.8,2.0,13,0.09265734265734266
3 series,2014,13499,automatic,61829,diesel,125,57.6,3.0,12,0.21832796907599994
2 series,2016,12299,manual,39613,diesel,30,65.7,2.0,10,0.31047888319491074
5 series,2016,19799,automatic,20724,diesel,160,51.4,3.0,10,0.9553657595058869
4 series,2018,23999,automatic,9544,petrol,145,48.7,2.0,8,2.5145641240569994
2 series,2016,8500,manual,80250,diesel,20,68.9,2.0,10,0.1059190031152648
4 series,2014,17490,automatic,20030,petrol,165,44.1,2.0,12,0.8731902146779831
2 series,2019,19718,manual,7378,petrol,150,52.3,1.5,7,2.6725399837354296
5 series,2014,12500,automatic,42007,diesel,20,68.9,2.0,12,0.2975694527102626
1 series,2017,15595,automatic,24693,petrol,145,54.3,1.5,9,0.6315555015591463
1 series,2018,18999,automatic,13760,diesel,145,49.6,2.0,8,1.3807412790697675
2 series,2016,12299,manual,11656,petrol,125,52.3,1.5,10,1.0551647220315716
3 series,2013,7999,manual,86000,diesel,125,57.6,2.0,13,0.09301162790697674
4 series,2014,10599,manual,105850,diesel,125,58.9,2.0,12,0.10013226263580538
5 series,2015,12500,automatic,106170,diesel,160,51.4,3.0,11,0.11773570688518414
1 series,2016,10795,manual,56800,diesel,20,70.6,1.5,10,0.19005281690140846
1 series,2008,4695,manual,101000,diesel,125,58.9,2.0,18,0.046485148514851485
3 series,2012,8495,automatic,84000,diesel,145,53.3,2.0,14,0.10113095238095238
1 series,2006,2995,manual,90000,diesel,200,49.6,2.0,20,0.03327777777777778
x5,2016,27950,automatic,37900,diesel,200,47.1,3.0,10,0.737467018469657
3 series,2016,9500,manual,88090,diesel,20,72.4,2.0,10,0.10784425019866047
4 series,2015,10000,manual,99340,diesel,30,62.8,2.0,11,0.10066438494060802
3 series,2016,16899,automatic,45587,diesel,145,53.3,3.0,10,0.37069778664970277
1 series,2016,10637,manual,40245,diesel,0,83.1,1.5,10,0.26430612498447015
1 series,2014,8299,manual,80207,diesel,30,62.8,2.0,12,0.10346977196504045
1 series,2014,11999,automatic,12528,petrol,125,50.4,1.6,12,0.9577745849297573
1 series,2016,17499,automatic,42355,petrol,235,37.7,3.0,10,0.4131507496163381
4 series,2016,17199,automatic,41589,diesel,160,49.6,3.0,10,0.41354685133088076
3 series,2014,11399,automatic,41700,diesel,125,58.9,2.0,12,0.27335731414868103
3 series,2017,23999,automatic,19500,diesel,205,49.6,3.0,9,1.2307179487179487
x3,2015,18999,automatic,42400,diesel,150,54.3,2.0,11,0.4480896226415094
x1,2018,22490,automatic,11592,petrol,145,44.8,2.0,8,1.9401311249137336
x5,2009,13190,automatic,68000,diesel,325,34.0,3.0,17,0.19397058823529412
3 series,2008,4250,automatic,141000,petrol,235,39.8,3.0,18,0.030141843971631204
3 series,2004,1445,manual,162000,diesel,205,49.6,2.0,22,0.008919753086419752
x3,2019,33928,automatic,1799,diesel,150,54.3,2.0,7,18.859366314619233
1 series,2019,18989,manual,20442,diesel,150,70.6,1.5,7,0.9289208492319734
5 series,2017,21582,automatic,34179,diesel,150,65.7,2.0,9,0.6314403581146318
4 series,2019,25449,automatic,6890,diesel,145,65.7,2.0,7,3.6936139332365747
2 series,2019,22079,automatic,3980,diesel,145,67.3,2.0,7,5.5474874371859295
2 series,2019,21540,automatic,4802,diesel,145,48.7,2.0,7,4.485630987088713
3 series,2017,19799,automatic,15668,diesel,145,64.2,2.0,9,1.2636584120500383
4 series,2016,20641,automatic,24939,diesel,160,50.4,3.0,10,0.8276594891535346
6 series,2017,22449,automatic,14400,diesel,160,51.4,3.0,9,1.5589583333333332
x3,2019,31449,automatic,4726,diesel,145,54.3,2.0,7,6.654464663563267
4 series,2016,22632,automatic,31910,petrol,200,41.5,3.0,10,0.7092447508617988
4 series,2019,24607,automatic,3480,diesel,145,58.9,2.0,7,7.070977011494253
2 series,2020,27989,manual,3890,petrol,145,43.5,1.5,6,7.195115681233933
2 series,2020,37989,automatic,3890,petrol,145,36.2,2.0,6,9.765809768637531
5 series,2017,22971,automatic,16151,diesel,150,65.7,2.0,9,1.4222648752399232
x1,2018,21309,manual,1794,petrol,150,51.4,1.5,8,11.877926421404682
1 series,2016,10989,manual,49761,diesel,0,83.1,1.5,10,0.22083559413998916
2 series,2017,14485,automatic,21697,petrol,30,55.4,1.5,9,0.6676038161957875
2 series,2015,14145,automatic,24322,petrol,125,50.4,2.0,11,0.5815722391250719
x3,2019,32281,automatic,2593,diesel,145,54.3,2.0,7,12.449286540686463
3 series,2019,28348,automatic,4884,petrol,145,41.5,2.0,7,5.804258804258804
1 series,2016,11495,automatic,54075,diesel,20,70.6,2.0,10,0.21257512713823393
5 series,2017,16490,automatic,54678,diesel,125,60.1,2.0,9,0.3015838179889535
5 series,2016,17338,automatic,34143,diesel,160,51.4,3.0,10,0.5078054066719386
5 series,2017,19917,automatic,31996,diesel,145,65.7,2.0,9,0.6224840605075634
4 series,2016,16107,automatic,46000,diesel,30,65.7,2.0,10,0.3501521739130435
x5,2019,51399,automatic,9803,diesel,150,37.7,3.0,7,5.243190859940834
1 series,2017,13806,manual,20038,petrol,125,53.3,1.5,9,0.6889909172572113
1 series,2016,19989,manual,24322,petrol,265,36.2,3.0,10,0.8218485321930762
4 series,2017,18299,automatic,19330,petrol,150,44.8,2.0,9,0.9466632177961718
3 series,2015,16275,automatic,37676,diesel,145,53.3,3.0,11,0.4319726085571717
x5,2014,20995,automatic,72442,diesel,200,47.1,3.0,12,0.2898180613456282
3 series,2016,13995,automatic,62730,diesel,125,57.6,2.0,10,0.22309899569583932
3 series,2012,9975,automatic,64191,diesel,160,50.4,2.0,14,0.15539561620787962
1 series,2013,7995,manual,76941,diesel,125,60.1,2.0,13,0.10391078878621281
7 series,2014,19995,automatic,51932,hybrid,195,41.5,3.0,12,0.38502272202110455
1 series,2015,9795,manual,61140,diesel,125,58.9,2.0,11,0.16020608439646714
5 series,2015,11795,automatic,110540,diesel,145,53.3,3.0,11,0.10670345576261987
3 series,2016,9195,manual,93760,diesel,20,72.4,2.0,10,0.09806953924914676
3 series,2013,9195,manual,82260,diesel,30,62.8,2.0,13,0.11177972283005105
2 series,2016,8500,manual,94790,diesel,0,74.3,1.5,10,0.08967190631923198
1 series,2014,9500,automatic,54020,diesel,30,64.2,2.0,12,0.17586079229914847
3 series,2013,9000,manual,73070,diesel,30,61.4,2.0,13,0.12316956343232517
x3,2012,11995,automatic,72040,diesel,160,50.4,2.0,14,0.1665047196002221
3 series,1999,1200,automatic,82000,petrol,245,31.0,2.8,27,0.014634146341463415
1 series,2012,10995,manual,28000,diesel,125,58.9,2.0,14,0.39267857142857143
3 series,2016,12000,automatic,97600,diesel,30,64.2,2.0,10,0.12295081967213115
2 series,2015,10295,manual,102900,diesel,30,64.2,2.0,11,0.1000485908649174
x1,2016,13295,manual,71300,diesel,125,58.9,2.0,10,0.1864656381486676
x5,2011,11450,automatic,90734,diesel,305,38.2,3.0,15,0.12619304781008223
1 series,2010,4995,manual,93800,diesel,30,62.8,2.0,16,0.053251599147121534
1 series,2014,10695,manual,53310,diesel,30,62.8,2.0,12,0.20061902082160946
5 series,2015,10395,automatic,114890,diesel,125,60.1,2.0,11,0.09047784837670815
3 series,2014,7795,automatic,147110,diesel,30,62.8,2.0,12,0.052987560329005506
1 series,2014,10695,automatic,64690,diesel,30,64.2,2.0,12,0.16532694388622662
4 series,2017,14500,manual,46350,diesel,30,62.8,2.0,9,0.31283710895361383
6 series,2014,17500,automatic,51920,diesel,160,49.6,3.0,12,0.33705701078582434
5 series,2013,11295,automatic,76290,diesel,145,55.4,2.0,13,0.14805348014156508
5 series,2016,11795,automatic,96620,diesel,30,62.8,2.0,10,0.12207617470503002
2 series,2016,11295,manual,68940,diesel,30,64.2,2.0,10,0.16383812010443866
2 series,2015,5895,manual,133670,diesel,20,68.9,2.0,11,0.0441011446098601
1 series,2016,9295,manual,60740,diesel,0,83.1,1.5,10,0.1530293052354297
4 series,2016,14795,automatic,80380,diesel,125,58.9,2.0,10,0.18406319980094552
3 series,2015,14000,automatic,75800,diesel,145,55.4,2.0,11,0.18469656992084432
3 series,2011,11995,manual,48000,diesel,145,55.4,2.0,15,0.24989583333333334
x1,2013,11995,manual,32000,diesel,125,57.6,2.0,13,0.37484375
1 series,2012,8995,manual,41000,diesel,30,62.8,2.0,14,0.21939024390243902
z4,2012,12495,manual,40000,petrol,200,41.5,2.0,14,0.312375
m5,2012,23995,automatic,51000,petrol,555,28.5,4.4,14,0.4704901960784314
z4,2011,12995,manual,26000,petrol,300,33.2,2.5,15,0.4998076923076923
1 series,2014,14995,automatic,46000,petrol,235,37.7,3.0,12,0.3259782608695652
1 series,2017,16000,manual,16758,diesel,150,62.8,2.0,9,0.9547678720611051
x3,2019,34000,automatic,2483,petrol,145,30.4,2.0,7,13.69311316955296
2 series,2019,18250,manual,6685,diesel,150,65.7,2.0,7,2.729992520568437
x3,2019,38000,automatic,8794,diesel,145,36.7,3.0,7,4.3211280418467135
m4,2019,44889,automatic,299,petrol,145,32.5,3.0,7,150.1304347826087
2 series,2018,16500,manual,17123,petrol,150,52.3,1.5,8,0.9636161887519711
x1,2016,17000,automatic,46968,diesel,125,57.6,2.0,10,0.36194856072219384
x1,2019,20000,manual,12159,petrol,150,51.4,1.5,7,1.6448721111933546
x3,2019,35000,automatic,3252,petrol,150,30.4,2.0,7,10.76260762607626
4 series,2018,21000,automatic,18000,diesel,150,65.7,2.0,8,1.1666666666666667
1 series,2017,12250,manual,24757,petrol,150,56.5,1.5,9,0.4948095488144767
x5,2017,38000,automatic,9038,petrol,150,29.1,4.4,9,4.204470015490153
2 series,2019,21975,automatic,9434,diesel,145,48.7,2.0,7,2.3293406826372696
x2,2019,23250,automatic,8579,petrol,145,42.2,1.5,7,2.7101060729688773
x3,2019,30900,automatic,2682,petrol,145,30.4,2.0,7,11.521252796420582
x3,2019,30000,automatic,6797,petrol,145,30.4,2.0,7,4.413711931734589
4 series,2019,23500,automatic,8509,diesel,145,65.7,2.0,7,2.761781642966271
2 series,2017,15750,automatic,23200,diesel,145,68.9,2.0,9,0.6788793103448276
5 series,2019,39889,automatic,6890,diesel,145,53.3,3.0,7,5.789404934687954
3 series,2019,25229,automatic,6890,diesel,145,48.7,2.0,7,3.6616835994194483
2 series,2019,25449,automatic,3890,diesel,145,48.7,2.0,7,6.542159383033419
4 series,2019,24229,automatic,3890,diesel,145,60.1,2.0,7,6.22853470437018
5 series,2019,28789,automatic,3890,diesel,145,60.1,2.0,7,7.400771208226221
5 series,2019,28749,automatic,6890,diesel,145,62.8,2.0,7,4.172568940493469
7 series,2017,57000,automatic,11297,petrol,145,22.1,6.6,9,5.045587324068337
3 series,2011,3500,manual,149958,diesel,30,62.8,2.0,15,0.023339868496512355
4 series,2017,13500,automatic,68410,diesel,30,65.7,2.0,9,0.19733957023826926
4 series,2016,10695,manual,85520,diesel,30,67.3,2.0,10,0.12505846585594013
1 series,2012,5295,manual,95360,diesel,30,62.8,2.0,14,0.05552642617449664
2 series,2017,15999,manual,24216,diesel,30,64.2,2.0,9,0.6606788899900892
5 series,2014,12999,automatic,43208,diesel,125,57.6,2.0,12,0.300847065358267
5 series,2018,19999,automatic,31905,diesel,145,68.9,2.0,8,0.6268296505249961
x4,2016,19490,automatic,59000,diesel,145,54.3,2.0,10,0.33033898305084747
1 series,2016,13490,automatic,40000,diesel,30,65.7,2.0,10,0.33725
3 series,2013,9490,automatic,46000,petrol,145,47.9,1.6,13,0.20630434782608695
1 series,2014,9790,automatic,59000,diesel,30,64.2,2.0,12,0.1659322033898305
5 series,2013,14490,automatic,38000,petrol,200,43.5,2.0,13,0.3813157894736842
x3,2016,20990,automatic,23000,diesel,145,54.3,2.0,10,0.912608695652174
x1,2010,6495,manual,87300,diesel,165,49.6,2.0,16,0.07439862542955326
5 series,2016,18759,automatic,10098,diesel,125,60.1,2.0,10,1.8576945929887105
3 series,2017,19799,automatic,27273,diesel,145,56.5,3.0,9,0.7259560737725956
x1,2016,13899,manual,38775,diesel,20,68.9,2.0,10,0.35845261121856864
5 series,2016,17999,automatic,27193,diesel,160,50.4,3.0,10,0.6618982826462693
5 series,2015,13999,automatic,59420,diesel,30,62.8,2.0,11,0.23559407606866375
3 series,2016,13849,manual,20640,diesel,30,67.3,2.0,10,0.6709786821705427
2 series,2017,17000,automatic,36824,diesel,150,60.1,2.0,9,0.4616554421029763
z4,2008,14000,manual,63000,petrol,325,31.7,3.0,18,0.2222222222222222
z3,2001,5950,manual,60000,petrol,325,30.7,2.2,25,0.09916666666666667
4 series,2019,25500,automatic,3250,petrol,145,48.7,2.0,7,7.846153846153846
m4,2019,40000,automatic,1326,petrol,145,34.0,3.0,7,30.165912518853695
3 series,2020,37000,automatic,4691,hybrid,135,8.8,2.0,6,7.887444041782136
x1,2019,26899,automatic,3980,diesel,145,60.1,2.0,7,6.758542713567839
4 series,2019,25949,automatic,1510,petrol,145,48.7,2.0,7,17.18476821192053
2 series,2019,26750,automatic,4259,petrol,145,39.8,3.0,7,6.280817093214369
1 series,2019,30000,automatic,8501,petrol,145,34.5,2.0,7,3.528996588636631
3 series,2016,16995,automatic,61630,diesel,145,53.3,3.0,10,0.2757585591432744
1 series,2012,6995,manual,93697,diesel,125,60.1,2.0,14,0.07465553859782063
1 series,2013,6990,manual,68000,petrol,125,52.3,1.6,13,0.10279411764705883
m3,2004,17850,manual,60000,petrol,325,23.3,3.2,22,0.2975
m3,2004,19500,manual,46000,petrol,325,23.3,3.2,22,0.42391304347826086
z4,2004,8750,manual,39000,petrol,330,31.0,3.0,22,0.22435897435897437
z4,2011,10450,manual,64250,petrol,305,33.2,2.5,15,0.16264591439688716
3 series,2014,10750,manual,59000,diesel,125,58.9,2.0,12,0.18220338983050846
z3,1997,3950,manual,49000,petrol,270,35.3,1.9,29,0.08061224489795918
z3,1998,3950,manual,56500,petrol,270,35.3,1.9,28,0.06991150442477877
4 series,2019,24900,automatic,4980,petrol,145,45.6,2.0,7,5.0
x1,2016,17100,automatic,24999,diesel,125,57.6,2.0,10,0.6840273610944437
1 series,2017,13000,manual,46000,petrol,125,52.3,1.5,9,0.2826086956521739
1 series,2017,14925,manual,31000,petrol,145,46.3,2.0,9,0.4814516129032258
4 series,2014,19725,automatic,19500,diesel,160,50.4,3.0,12,1.0115384615384615
1 series,2017,21100,automatic,11360,petrol,145,39.8,3.0,9,1.857394366197183
x6,2017,36000,automatic,31931,petrol,145,29.1,4.4,9,1.1274310231436535
2 series,2019,21250,automatic,10440,diesel,145,62.8,2.0,7,2.03544061302682
4 series,2016,15750,automatic,37484,diesel,30,65.7,2.0,10,0.42017927649130293
x5,2017,32000,automatic,29183,diesel,150,47.1,3.0,9,1.096528801014289
x3,2017,20500,automatic,30448,diesel,150,54.3,2.0,9,0.6732790331056226
3 series,2018,19250,automatic,28935,diesel,145,64.2,2.0,8,0.66528425781925
3 series,2015,13150,automatic,54204,diesel,125,61.4,2.0,11,0.24260202199099698
5 series,2002,6990,automatic,78316,petrol,325,23.7,3.5,24,0.08925379232851524
7 series,2016,23990,automatic,34000,diesel,125,57.6,3.0,10,0.7055882352941176
x5,2015,25990,automatic,47000,diesel,200,47.1,3.0,11,0.5529787234042554
x4,2015,17990,automatic,66000,diesel,145,54.3,2.0,11,0.2725757575757576
x5,2016,28990,automatic,29000,diesel,205,47.1,3.0,10,0.9996551724137931
1 series,2012,8990,automatic,64000,diesel,165,51.4,2.0,14,0.14046875
x1,2017,20990,automatic,8000,diesel,150,60.1,2.0,9,2.62375
1 series,2017,21990,automatic,18000,petrol,205,39.8,3.0,9,1.2216666666666667
x6,2017,31990,automatic,42000,diesel,150,42.8,3.0,9,0.7616666666666667
4 series,2017,18000,automatic,22462,diesel,150,65.7,2.0,9,0.80135339684801
x5,2017,27500,automatic,9748,diesel,150,47.9,3.0,9,2.8210915059499384
x3,2017,23250,automatic,10897,diesel,150,54.3,2.0,9,2.13361475635496
1 series,2017,19450,automatic,45000,petrol,150,39.8,3.0,9,0.43222222222222223
3 series,2014,14990,manual,27000,diesel,150,55.4,2.0,12,0.5551851851851852
m5,2016,35995,automatic,39200,petrol,555,28.5,4.4,10,0.9182397959183674
3 series,2008,3990,automatic,123023,petrol,200,42.2,2.0,18,0.032432959690464384
3 series,2008,5990,manual,108000,petrol,235,38.7,3.0,18,0.055462962962962964
3 series,2002,2990,manual,121821,petrol,330,29.4,2.5,24,0.02454420830562875
3 series,2004,3990,manual,82785,petrol,330,29.4,2.5,22,0.04819713716252944
3 series,2014,5990,manual,138750,diesel,30,65.7,2.0,12,0.04317117117117117
3 series,2014,12990,manual,30000,petrol,160,44.8,2.0,12,0.433
1 series,2016,11990,manual,39000,diesel,20,70.6,1.5,10,0.30743589743589744
3 series,2015,14990,automatic,26000,diesel,30,64.2,2.0,11,0.5765384615384616
m5,2014,23490,automatic,55241,petrol,555,28.5,4.4,12,0.42522763889140314
4 series,2014,18250,automatic,18000,diesel,160,50.4,3.0,12,1.0138888888888888
x3,2017,20500,automatic,32248,diesel,145,54.3,2.0,9,0.635698337881419
3 series,2016,18990,automatic,30000,diesel,145,56.5,3.0,10,0.633
2 series,2017,18990,automatic,14000,diesel,145,65.7,2.0,9,1.3564285714285715
x6,2018,34990,automatic,40000,diesel,145,40.9,3.0,8,0.87475
3 series,2017,21990,automatic,24000,diesel,145,51.4,3.0,9,0.91625
x4,2019,34990,automatic,7000,diesel,150,42.8,2.0,7,4.998571428571428
x1,2016,19990,automatic,20000,diesel,150,56.5,2.0,10,0.9995
4 series,2015,22995,automatic,20454,petrol,260,37.2,3.0,11,1.124229979466119
5 series,2018,29995,automatic,9034,diesel,145,60.1,3.0,8,3.320234669028116
x4,2016,23995,automatic,44572,diesel,200,47.9,3.0,10,0.5383424571479852
5 series,2017,30995,automatic,38089,petrol,145,39.2,3.0,9,0.8137520018903095
2 series,2016,19995,automatic,53472,petrol,200,39.8,3.0,10,0.37393402154398564
3 series,2016,24495,automatic,45853,diesel,200,49.6,3.0,10,0.5342071402089286
3 series,2015,18995,automatic,31500,diesel,140,56.5,3.0,11,0.603015873015873
5 series,2017,27495,automatic,43503,diesel,145,53.3,3.0,9,0.6320253775601683
3 series,2014,10950,automatic,42000,diesel,30,62.8,2.0,12,0.26071428571428573
x5,2016,40950,automatic,20000,petrol,570,25.4,4.4,10,2.0475
m4,2019,40950,semi-auto,12000,petrol,145,34.0,3.0,7,3.4125
1 series,2014,11990,automatic,24500,petrol,145,48.7,1.6,12,0.4893877551020408
4 series,2013,16990,automatic,47770,petrol,165,44.1,2.0,13,0.35566254971739586
